Unnamed: 0,brand,model_name,screen_size,ram,rom,cams,sim_type,battary,current_price,previous_price,sale_percentage,product_rating,seller_name,seller_score,seller_followers,Reviews
563,,,,,,,,,,,,,,,,
564,,,,,,,,,,,,,,,,
565,Tecno,Pop 7 ,6.6,,,8MP + 5MP,Dual,0.0,54.0,1360.0,40%,4.0,Amira Store,100%,219,No reviews
566,,,,,,,,,,,,,,,,
567,,,,,,,,,,,,,,,,
568,Realme,C55 ,6.72,8.0,256.0,64MP,Dual,5000.0,121.0,2418.0,25%,5.0,Minestar,86%,1002,No reviews
569,Nokia,T10 8 ,,4.0,64.0,8MP + 2MP,Dual,5250.0,99.0,2720.0,45%,0.0,KM KENYA ELECTRONICS,80%,1467,No reviews
570,,,,,,,,,,,,,,,,
571,Samsung,Galaxy S10 Plus Renewed ,6.4,8.0,128.0,76MP + 12MP + 12MP + 16MP + 10MP + 8MP,Single,4100.0,181.0,2720.0,0,0.0,Badili Phones,66%,110,No reviews
572,Oppo,F11 Renewed ,6.5,6.0,64.0,72MP + 48MP + 5MP + 16MP,Dual,4020.0,77.0,1156.0,0,0.0,Badili Phones,66%,110,No reviews
573,,,,,,,,,,,,,,,,
574,,,,,,,,,,,,,,,,
575,,,,,,,,,,,,,,,,
576,,,,,,,,,,,,,,,,
577,,,,,,,,,,,,,,,,
578,,,,,,,,,,,,,,,,
579,,,,,,,,,,,,,,,,
580,,,,,,,,,,,,,,,,
581,Samsung,Galaxy F23 5G ,6.6,6.0,128.0,50MP + 8MP + 2MP + 8MP,Dual,0.0,142.0,2380.0,10%,5.0,Superfly,74%,284,[ (5 out of 5) Great ]
582,,,,,,,,,,,,,,,,
583,,,,,,,,,,,,,,,,
584,,,,,,,,,,,,,,,,
585,,,,,,,,,,,,,,,,
586,Samsung,Galaxy M13 ,6.6,6.0,128.0,50MP + 5MP + 2MP + 8MP,Dual,5000.0,122.0,2040.0,10%,4.4,KM KENYA ELECTRONICS,80%,1467,"[ (5 out of 5) I like it ], [ (5 out of 5) Good quality ], [ (5 out of 5) Working well ], [ (5 out of 5) perfect ???? ]"
587,,,,,,,,,,,,,,,,
588,,,,,,,,,,,,,,,,
589,Infinix,NOTE 30 ,6.66,8.0,256.0,64MP + 2MP,Dual,0.0,135.0,3808.0,47%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
590,,,,,,,,,,,,,,,,
591,,,,,,,,,,,,,,,,
592,,,,,,,,,,,,,,,,
593,,,,,,,,,,,,,,,,
594,,,,,,,,,,,,,,,,
595,Tecno,Spark 9PRO ,6.6,4.0,128.0,50MP + 32MP,Dual,5000.0,90.0,2380.0,43%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
596,Samsung,Galaxy A04e ,6.5,3.0,32.0,13MP + 2MP + 5MP,Dual,0.0,65.0,1360.0,29%,0.0,Minestar,86%,1002,No reviews
597,,,,,,,,,,,,,,,,
598,,,,,,,,,,,,,,,,
599,,,,,,,,,,,,,,,,
600,,,,,,,,,,,,,,,,
601,Nokia,C12 ,6.3,2.0,64.0,8MP + 5MP,Dual,3000.0,60.0,1156.0,22%,5.0,CELLINY COLLECTIONS,74%,967,No reviews
602,Oppo,Reno 10 Pro 5G ,6.7,12.0,256.0,50MP + 32MP + 8MP + 32MP,Dual,4600.0,312.0,5440.0,14%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
603,Nokia,G11 Plus ,6.52,4.0,64.0,50MP + 2MP + 8MP,Dual,0.0,76.0,1700.0,32%,0.0,Little Angels,40%,1014,No reviews
604,,,,,,,,,,,,,,,,
605,,,,,,,,,,,,,,,,
606,,,,,,,,,,,,,,,,
607,,,,,,,,,,,,,,,,
608,,,,,,,,,,,,,,,,
609,,,,,,,,,,,,,,,,
610,,,,,,,,,,,,,,,,
611,Oppo,A17K ,6.56,3.0,64.0,8MP + 2MP + 5MP,Dual,5000.0,77.0,1360.0,15%,0.0,Minestar,86%,1002,No reviews
612,,,,,,,,,,,,,,,,
613,Oppo,A58 Display ,6.72,6.0,128.0,0/2MP + 8MP,Dual,5000.0,117.0,2380.0,26%,0.0,Kingsly,74%,287,No reviews
614,,,,,,,,,,,,,,,,
615,,,,,,,,,,,,,,,,
616,,,,,,,,,,,,,,,,
617,,,,,,,,,,,,,,,,
618,,,,,,,,,,,,,,,,
619,,,,,,,,,,,,,,,,
620,Tecno,CAMON 20 ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,136.0,2720.0,25%,5.0,SmartNets Enterprises,74%,249,No reviews
621,Samsung,Galaxy F13 ,6.6,4.0,128.0,50MP + 5MP + 2MP + 8MP,Dual,6000.0,105.0,2040.0,22%,4.5,KM KENYA ELECTRONICS,80%,1467,No reviews
622,,,,,,,,,,,,,,,,
623,,,,,,,,,,,,,,,,
624,,,,,,,,,,,,,,,,
625,,,,,,,,,,,,,,,,
626,Realme,C30s ,6.5,3.0,64.0,,Dual,5000.0,62.0,1006.0,7%,0.0,Minestar,86%,1002,No reviews
627,,,,,,,,,,,,,,,,
628,,,,,,,,,,,,,,,,
629,Tecno,Spark 10 Pro ,6.8,8.0,256.0,50MP + 2MP + 32MP,Dual,5000.0,113.0,2720.0,38%,5.0,Minestar,86%,1002,[ (5 out of 5) Good ]
630,,,,,,,,,,,,,,,,
631,Realme,C30s ,6.5,3.0,64.0,,Dual,5000.0,61.0,1292.0,28%,0.0,Little Angels,40%,1014,No reviews
632,Tecno,CAMON 20 Pro 4G Mr Doodle Edition ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,161.0,3400.0,29%,0.0,Kingsly,74%,287,No reviews
633,Tecno,Spark 10 ,6.6,16.0,128.0,50MP + 8MP + 50MP,Dual,5000.0,89.0,1768.0,24%,0.0,Minestar,86%,1002,No reviews
634,,,,,,,,,,,,,,,,
635,,,,,,,,,,,,,,,,
636,,,,,,,,,,,,,,,,
637,Oppo,A17K ,6.56,3.0,64.0,8MP,Dual,5000.0,76.0,2040.0,44%,0.0,KM KENYA ELECTRONICS,80%,1467,No reviews
638,XIAOMI,Redmi A2 Plus ,6.52,3.0,64.0,,Dual,5000.0,62.0,1224.0,24%,0.0,Amira Store,100%,219,No reviews
639,Oppo,A17K ,6.56,3.0,64.0,,Dual,5000.0,75.0,1292.0,13%,5.0,Amira Store,100%,219,No reviews
640,Sowhat,Find 40 ,6.6,2.0,32.0,5MP + 13MP,Dual,4000.0,38.0,748.0,23%,2.0,Sowhat Mobiles,80%,4,No reviews
641,Oppo,Reno 10 5G ,6.7,,,64MP + 32MP + 8MP + 32MP,Dual,5000.0,246.0,5440.0,32%,5.0,Minestar,86%,1002,[ (5 out of 5) Satisfactory  ]
642,Sowhat,Find 40 ,6.6,2.0,32.0,5MP + 13MP,Dual,4000.0,38.0,748.0,23%,0.0,Sowhat Mobiles,80%,4,No reviews
643,,,,,,,,,,,,,,,,
644,Tecno,CAMON 20 ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,127.0,2720.0,30%,0.0,SmartNets Enterprises,74%,249,No reviews
645,,,,,,,,,,,,,,,,
646,Samsung,Galaxy A34 5G ,6.6,6.0,128.0,48MP + 8MP + 5MP + 13MP,Dual,5000.0,199.0,2992.0,0,0.0,Iconcept mobile,94%,103,No reviews
647,,,,,,,,,,,,,,,,
648,,,,,,,,,,,,,,,,
649,XIAOMI,Redmi A2 ,6.52,3.0,64.0,8MP + 5MP,Dual,5000.0,61.0,1088.0,16%,0.0,XIAOMI KE,100%,9268,No reviews
650,Nokia,C12 ,6.3,2.0,64.0,8MP + 5MP,Dual,3000.0,58.0,952.0,9%,4.4,Superfly,74%,284,[ (5 out of 5) I like the phone. ]
651,,,,,,,,,,,,,,,,
652,,,,,,,,,,,,,,,,
653,,,,,,,,,,,,,,,,
654,Tecno,Spark 10 Pro ,6.8,16.0,256.0,50MP + 2MP + 32MP,Dual,5000.0,121.0,2720.0,33%,0.0,Minestar,86%,1002,No reviews
655,,,,,,,,,,,,,,,,
656,Oppo,A17 ,6.56,4.0,64.0,50MP + 2MP + 5MP,Dual,0.0,98.0,2720.0,46%,0.0,Minestar,86%,1002,No reviews
657,,,,,,,,,,,,,,,,
658,,,,,,,,,,,,,,,,
659,Tecno,Spark 10 Pro ,6.8,16.0,256.0,50MP + 2MP + 32MP,Dual,5000.0,122.0,2720.0,33%,0.0,Minestar,86%,1002,No reviews
660,,,,,,,,,,,,,,,,
661,,,,,,,,,,,,,,,,
662,,,,,,,,,,,,,,,,
663,,,,,,,,,,,,,,,,
664,,,,,,,,,,,,,,,,
665,Apple,IPhone 15 Pro ,6.1,8.0,256.0,48MP + 12MP + 12MP + 12MP + 12MP,Single,3274.0,1067.0,16048.0,0,0.0,CELLTIC CORNER,100%,592,No reviews
666,Oppo,A18 ,6.56,4.0,128.0,8MP + 2MP + 5MP,Dual,5000.0,92.0,2040.0,32%,0.0,Minestar,86%,1002,No reviews
667,Tecno,CAMON 20 ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,127.0,2720.0,30%,0.0,Minestar,86%,1002,No reviews
668,,,,,,,,,,,,,,,,
669,Tecno,Spark 10C ,6.6,8.0,128.0,16MP + 2MP,Dual,5000.0,81.0,2040.0,40%,0.0,Minestar,86%,1002,No reviews
670,,,,,,,,,,,,,,,,
671,,,,,,,,,,,,,,,,
672,,,,,,,,,,,,,,,,
673,,,,,,,,,,,,,,,,
674,,,,,,,,,,,,,,,,
675,,,,,,,,,,,,,,,,
676,,,,,,,,,,,,,,,,
677,,,,,,,,,,,,,,,,
678,XIAOMI,Redmi A2 Plus ,6.52,3.0,64.0,,Dual,5000.0,62.0,1224.0,24%,0.0,Amira Store,100%,219,No reviews
679,Oppo,A17K ,6.56,3.0,64.0,,Dual,5000.0,75.0,1292.0,13%,5.0,Amira Store,100%,219,No reviews
680,Sowhat,Find 40 ,6.6,2.0,32.0,5MP + 13MP,Dual,4000.0,38.0,748.0,23%,2.0,Sowhat Mobiles,80%,4,No reviews
681,,,,,,,,,,,,,,,,
682,Oppo,Reno 10 5G ,6.7,,,64MP + 32MP + 8MP + 32MP,Dual,5000.0,246.0,5440.0,32%,5.0,Minestar,86%,1002,[ (5 out of 5) Satisfactory  ]
683,Sowhat,Find 40 ,6.6,2.0,32.0,5MP + 13MP,Dual,4000.0,38.0,748.0,23%,0.0,Sowhat Mobiles,80%,4,No reviews
684,Tecno,CAMON 20 ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,127.0,2720.0,30%,0.0,SmartNets Enterprises,74%,249,No reviews
685,,,,,,,,,,,,,,,,
686,,,,,,,,,,,,,,,,
687,Samsung,Galaxy A34 5G ,6.6,6.0,128.0,48MP + 8MP + 5MP + 13MP,Dual,5000.0,199.0,2992.0,0,0.0,Iconcept mobile,94%,103,No reviews
688,,,,,,,,,,,,,,,,
689,,,,,,,,,,,,,,,,
690,,,,,,,,,,,,,,,,
691,XIAOMI,Redmi A2 ,6.52,3.0,64.0,8MP + 5MP,Dual,5000.0,61.0,1088.0,16%,0.0,XIAOMI KE,100%,9268,No reviews
692,,,,,,,,,,,,,,,,
693,,,,,,,,,,,,,,,,
694,Tecno,Spark 10 Pro ,6.8,16.0,256.0,50MP + 2MP + 32MP,Dual,5000.0,121.0,2720.0,33%,0.0,Minestar,86%,1002,No reviews
695,,,,,,,,,,,,,,,,
696,,,,,,,,,,,,,,,,
697,Oppo,A17 ,6.56,4.0,64.0,50MP + 2MP + 5MP,Dual,0.0,98.0,2720.0,46%,0.0,Minestar,86%,1002,No reviews
698,,,,,,,,,,,,,,,,
699,,,,,,,,,,,,,,,,
700,Tecno,Spark 10 Pro ,6.8,16.0,256.0,50MP + 2MP + 32MP,Dual,5000.0,122.0,2720.0,33%,0.0,Minestar,86%,1002,No reviews
701,,,,,,,,,,,,,,,,
702,,,,,,,,,,,,,,,,
703,,,,,,,,,,,,,,,,
704,,,,,,,,,,,,,,,,
705,Oppo,A17K ,6.56,3.0,64.0,8MP + 2MP + 5MP,Dual,5000.0,78.0,1360.0,14%,0.0,Minestar,86%,1002,No reviews
706,Apple,IPhone 15 Pro ,6.1,8.0,256.0,48MP + 12MP + 12MP + 12MP + 12MP,Single,3274.0,1067.0,16048.0,0,0.0,CELLTIC CORNER,100%,592,No reviews
707,Tecno,CAMON 20 ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,127.0,2720.0,30%,0.0,Minestar,86%,1002,No reviews
708,,,,,,,,,,,,,,,,
709,Tecno,Spark 10C ,6.6,8.0,128.0,16MP + 2MP,Dual,5000.0,81.0,2040.0,40%,0.0,Minestar,86%,1002,No reviews
710,,,,,,,,,,,,,,,,
711,,,,,,,,,,,,,,,,
712,,,,,,,,,,,,,,,,
713,,,,,,,,,,,,,,,,
714,,,,,,,,,,,,,,,,
715,,,,,,,,,,,,,,,,
716,Oppo,A18 ,6.56,4.0,128.0,8MP + 2MP + 5MP,Dual,5000.0,92.0,2040.0,32%,0.0,Minestar,86%,1002,No reviews
717,,,,,,,,,,,,,,,,
718,Samsung,Galaxy Note20 Ultra 5G ,6.9,12.0,128.0,108MP + 12MP + 12MP + 10MP,Dual,0.0,387.0,7344.0,21%,0.0,Smart Products Kenya,86%,14,No reviews
719,,,,,,,,,,,,,,,,
720,Samsung,Galaxy A03 Core ,6.5,2.0,32.0,8MP + 5MP,Dual,5000.0,60.0,1156.0,22%,1.0,Superfly,74%,284,No reviews
721,,,,,,,,,,,,,,,,
722,Tecno,Pop 7 Pro ,6.6,4.0,64.0,,Dual,5000.0,71.0,1360.0,22%,0.0,MNI NabŘi Dealers,60%,17,No reviews
723,,,,,,,,,,,,,,,,
724,,,,,,,,,,,,,,,,
725,,,,,,,,,,,,,,,,
726,,,,,,,,,,,,,,,,
727,,,,,,,,,,,,,,,,
728,,,,,,,,,,,,,,,,
729,,,,,,,,,,,,,,,,
730,,,,,,,,,,,,,,,,
731,Oppo,A58 ,6.72,6.0,128.0,50MP + 2MP + 8MP,Dual,5000.0,116.0,2652.0,34%,0.0,Minestar,86%,1002,No reviews
732,Samsung,Galaxy A03 Core ,6.5,2.0,32.0,8MP + 5MP,Dual,5000.0,59.0,1156.0,24%,3.5,Superfly,74%,284,No reviews
733,,,,,,,,,,,,,,,,
734,,,,,,,,,,,,,,,,
735,Samsung,Galaxy A14 ,6.6,4.0,64.0,50MP + 2MP + 2MP + 13MP,Dual,5000.0,99.0,1496.0,0,5.0,CELLTIC CORNER,100%,592,No reviews
736,,,,,,,,,,,,,,,,
737,Oppo,Reno 10 5G ,6.7,8.0,256.0,64MP + 32MP + 8MP + 32MP,Dual,5000.0,245.0,4760.0,23%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
738,,,,,,,,,,,,,,,,
739,,,,,,,,,,,,,,,,
740,,,,,,,,,,,,,,,,
741,Samsung,Galaxy F23 5G ,6.6,6.0,128.0,50MP + 8MP + 2MP + 8MP,Dual,5000.0,142.0,2380.0,10%,0.0,Superfly,74%,284,No reviews
742,,,,,,,,,,,,,,,,
743,,,,,,,,,,,,,,,,
744,,,,,,,,,,,,,,,,
745,,,,,,,,,,,,,,,,
746,,,,,,,,,,,,,,,,
747,,,,,,,,,,,,,,,,
748,,,,,,,,,,,,,,,,
749,,,,,,,,,,,,,,,,
750,,,,,,,,,,,,,,,,
751,,,,,,,,,,,,,,,,
752,,,,,,,,,,,,,,,,
753,,,,,,,,,,,,,,,,
754,Samsung,Galaxy A80 128G 48MP ,6.7,,,,Single,0.0,158.0,4005.0,41%,0.0,LZK mall,60%,25,No reviews
755,,,,,,,,,,,,,,,,
756,,,,,,,,,,,,,,,,
757,,,,,,,,,,,,,,,,
758,XIAOMI,Redmi Note 12s ,6.43,8.0,256.0,108MP + 8MP + 2MP + 12MP,Dual,5000.0,172.0,2720.0,5%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
759,,,,,,,,,,,,,,,,
760,,,,,,,,,,,,,,,,
761,,,,,,,,,,,,,,,,
762,,,,,,,,,,,,,,,,
763,Nokia,C1 2nd Edition ,5.45,1.0,16.0,5MP + 5MP,Dual,0.0,37.0,748.0,25%,0.0,Minestar,86%,1002,No reviews
764,XIAOMI,Redmi Note 5 ,5.99,,,3.0MP + 2.0MP + 5.0MP,Dual,0.0,143.0,36302022588076.0,3%,0.0,ubestphone,New,4,No reviews
765,Vivo,Y17s ,6.56,6.0,128.0,,Dual,5000.0,88.0,1836.0,28%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
766,Samsung,Galaxy A24 4G ,6.5,4.0,128.0,50MP + 5MP + 2MP + 13MP,Dual,5000.0,131.0,2380.0,17%,5.0,Iconcept mobile,94%,103,No reviews
767,,,,,,,,,,,,,,,,
768,,,,,,,,,,,,,,,,
769,Oppo,A17K ,6.56,3.0,64.0,8MP + 2MP + 5MP,Dual,5000.0,77.0,1360.0,15%,0.0,Minestar,86%,1002,No reviews
770,Oppo,A98 5G ,6.72,8.0,256.0,64MP + 2MP + 2MP + 32MP,Dual,5000.0,203.0,4352.0,30%,0.0,Minestar,86%,1002,No reviews
771,Tecno,CAMON 20 ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,128.0,2720.0,29%,0.0,SmartNets Enterprises,74%,249,No reviews
772,Oppo,A17K ,6.56,3.0,64.0,8MP + 2MP + 5MP,Dual,5000.0,80.0,1360.0,12%,0.0,Minestar,86%,1002,No reviews
773,XIAOMI,Redmi 10A ,6.53,4.0,128.0,13MP + 5MP,Dual,5000.0,90.0,1360.0,1%,0.0,Superfly,74%,284,No reviews
774,,,,,,,,,,,,,,,,
775,,,,,,,,,,,,,,,,
776,,,,,,,,,,,,,,,,
777,,,,,,,,,,,,,,,,
778,Infinix,Smart 7 HD ,6.6,2.0,64.0,8MP + 5MP,Dual,5000.0,58.0,1156.0,24%,0.0,Superfly,74%,284,No reviews
779,,,,,,,,,,,,,,,,
780,,,,,,,,,,,,,,,,
781,Infinix,Smart 7 HD ,6.6,2.0,64.0,,Dual,5000.0,56.0,1020.0,18%,0.0,Amira Store,100%,219,No reviews
782,,,,,,,,,,,,,,,,
783,Oppo,A18 ,6.56,4.0,128.0,8MP + 2MP + 5MP,Dual,5000.0,90.0,1700.0,20%,0.0,Kingsly,74%,287,No reviews
784,Samsung,Galaxy A315 ,20.0MP,4.0,128.0,,Single,0.0,104.0,2788.0,44%,0.0,LZK mall,60%,25,No reviews
785,,,,,,,,,,,,,,,,
786,,,,,,,,,,,,,,,,
787,,,,,,,,,,,,,,,,
788,Oppo,A58 Display ,6.72,6.0,128.0,0/2MP + 8MP,Dual,5000.0,116.0,2380.0,27%,0.0,Kingsly,74%,287,No reviews
789,Samsung,Galaxy F23 5G ,6.6,6.0,128.0,50MP + 8MP + 2MP + 8MP,Dual,5000.0,142.0,2380.0,10%,4.0,Superfly,74%,284,[ (4 out of 5) latest mobile ]
790,Samsung,Galaxy A03 Dual SIM ,,3.0,32.0,48MP + 2MP + 5MP,Dual,,78.0,1360.0,14%,0.0,Laptop Clinic,34%,70,No reviews
791,,,,,,,,,,,,,,,,
792,,,,,,,,,,,,,,,,
793,Samsung,Galaxy A03 Core ,6.5,2.0,32.0,8MP + 5MP,Dual,5000.0,61.0,1360.0,32%,3.7,Little Angels,40%,1014,[ (5 out of 5) I like it ]
794,,,,,,,,,,,,,,,,
795,Samsung,Galaxy F23 ,6.6,6.0,128.0,,Dual,5000.0,149.0,2244.0,0,0.0,Central Tech,100%,132,No reviews
796,,,,,,,,,,,,,,,,
797,,,,,,,,,,,,,,,,
798,,,,,,,,,,,,,,,,
799,Oppo,A17 ,6.56,4.0,64.0,13MP + 5MP,Dual,5000.0,91.0,1496.0,8%,5.0,Superfly,74%,284,No reviews
800,,,,,,,,,,,,,,,,
801,,,,,,,,,,,,,,,,
802,Samsung,Galaxy S10 Plus ,,8.0,128.0,,Single,0.0,294.0,4420.0,0,4.5,Box mobile Electronics,Be,0,"[ (4 out of 5) impressed ], [ (3 out of 5) Nice phone ], [ (5 out of 5) s10plus ], [ (5 out of 5) very good ], [ (5 out of 5) Dope ], [ (4 out of 5) All good ]"
803,Tecno,Spark 10 Pro Display ,6.8,8.0,256.0,50MP + 32MP,Dual,5000.0,124.0,2720.0,31%,4.0,Kingsly,74%,287,No reviews
804,Samsung,Galaxy A03 Core ,6.5,,,8MP + 5MP,Dual,5000.0,54.0,1292.0,37%,0.0,MNI NabŘi Dealers,60%,17,No reviews
805,XIAOMI,Redmi 12c ,6.71,4.0,128.0,50MP + 0.08MP + 5MP,Dual,5000.0,90.0,1360.0,1%,5.0,KM KENYA ELECTRONICS,80%,1467,No reviews
806,,,,,,,,,,,,,,,,
807,,,,,,,,,,,,,,,,
808,,,,,,,,,,,,,,,,
809,Tecno,T402 Triple SIM Gold Wireless FM ,Bluetooth..,,,,Triple,0.0,13.0,245.0,21%,0.0,wiz,26%,25,No reviews
810,Samsung,Galaxy A04s ,6.5,4.0,128.0,50MP + 2MP + 2MP + 5MP,Dual,5000.0,103.0,1836.0,16%,0.0,Minestar,86%,1002,No reviews
811,,,,,,,,,,,,,,,,
812,,,,,,,,,,,,,,,,
813,,,,,,,,,,,,,,,,
814,,,,,,,,,,,,,,,,
815,,,,,,,,,,,,,,,,
816,,,,,,,,,,,,,,,,
817,,,,,,,,,,,,,,,,
818,,,,,,,,,,,,,,,,
819,,,,,,,,,,,,,,,,
820,,,,,,,,,,,,,,,,
821,Oppo,A17K ,6.56,3.0,64.0,,Dual,5000.0,75.0,1292.0,13%,0.0,Amira Store,100%,219,No reviews
822,XIAOMI,Redmi Note 12 ,6.67,6.0,128.0,50MP + 8MP + 2MP,Dual,0.0,125.0,2040.0,8%,0.0,Superfly,74%,284,No reviews
823,,,,,,,,,,,,,,,,
824,,,,,,,,,,,,,,,,
825,,,,,,,,,,,,,,,,
826,Oppo,Reno10 5G ,6.7,8.0,256.0,64MP + 32MP + 8MP + 32MP,Dual,5000.0,257.0,5440.0,29%,0.0,KM KENYA ELECTRONICS,80%,1467,No reviews
827,,,,,,,,,,,,,,,,
828,,,,,,,,,,,,,,,,
829,,,,,,,,,,,,,,,,
830,,,,,,,,,,,,,,,,
831,,,,,,,,,,,,,,,,
832,,,,,,,,,,,,,,,,
833,,,,,,,,,,,,,,,,
834,Oppo,A17K ,6.56,3.0,64.0,8MP,Dual,5000.0,76.0,1360.0,16%,0.0,KM KENYA ELECTRONICS,80%,1467,No reviews
835,Oppo,Reno10 Pro ,6.7,12.0,256.0,50MP + 32MP + 8MP + 32MP,Dual,4600.0,303.0,4760.0,4%,0.0,KM KENYA ELECTRONICS,80%,1467,No reviews
836,Samsung,Galaxy A24 ,,6.0,128.0,50MP + 5MP + 2MP + 13MP,Dual,5000.0,158.0,3468.0,31%,0.0,Minestar,86%,1002,No reviews
837,Tecno,Spark 10C ,6.6,8.0,128.0,16MP + 2MP,Dual,5000.0,85.0,1768.0,28%,0.0,Minestar,86%,1002,No reviews
838,Samsung,Galaxy M34 5G ,6.5,6.0,128.0,50MP + 8MP + 2MP + 13MP,Dual,6000.0,166.0,3400.0,27%,0.0,KM KENYA ELECTRONICS,80%,1467,No reviews
839,,,,,,,,,,,,,,,,
840,,,,,,,,,,,,,,,,
841,,,,,,,,,,,,,,,,
842,,,,,,,,,,,,,,,,
843,Samsung,Galaxy A14 ,6.6,4.0,64.0,50MP + 5MP + 2MP + 2MP + 13MP,Dual,5000.0,89.0,2448.0,45%,0.0,Minestar,86%,1002,No reviews
844,,,,,,,,,,,,,,,,
845,,,,,,,,,,,,,,,,
846,,,,,,,,,,,,,,,,
847,XIAOMI,Redmi A2 Plus ,6.52,3.0,64.0,,Dual,5000.0,60.0,1292.0,30%,0.0,Minestar,86%,1002,No reviews
848,,,,,,,,,,,,,,,,
849,,,,,,,,,,,,,,,,
850,Samsung,Galaxy A14 4G ,6.6,4.0,128.0,50MP + 2MP + 2MP + 13MP,Dual,5000.0,97.0,1700.0,14%,0.0,NGALA STORE,94%,123,No reviews
851,Samsung,Galaxy S10 ,6.1,8.0,128.0,948MP,Single,0.0,153.0,2305.0,0,0.0,Jinsheng Digital,50%,4,No reviews
852,,,,,,,,,,,,,,,,
853,Tecno,T402 3 SIM Cards Wireless FM Radio Black PLUS FREE EARPHONES ,,,,0.3MP,3,0.0,13.0,204.0,7%,5.0,CELLINY COLLECTIONS,74%,967,[ (5 out of 5) Tecno kabambe ]
854,,,,,,,,,,,,,,,,
855,,,,,,,,,,,,,,,,
856,,,,,,,,,,,,,,,,
857,,,,,,,,,,,,,,,,
858,Tecno,Spark 10 Pro ,6.8,8.0,256.0,,Dual,5000.0,115.0,2720.0,37%,0.0,NGALA STORE,94%,123,No reviews
859,,,,,,,,,,,,,,,,
860,,,,,,,,,,,,,,,,
861,Vivo,Y17s ,6.56,6.0,128.0,,Dual,5000.0,93.0,2040.0,32%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
862,Samsung,Galaxy A04s ,6.5,4.0,64.0,50MP + 2MP + 2MP + 5MP,Dual,5000.0,90.0,1700.0,20%,5.0,Avenue Phones,100%,696,No reviews
863,,,,,,,,,,,,,,,,
864,Vivo,Y36 ,6.64,8.0,128.0,50MP + 2MP + 16MP,Dual,5000.0,143.0,2720.0,21%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
865,,,,,,,,,,,,,,,,
866,,,,,,,,,,,,,,,,
867,,,,,,,,,,,,,,,,
868,,,,,,,,,,,,,,,,
869,Tecno,Spark 10 Pro ,6.8,8.0,256.0,,Dual,5000.0,115.0,1972.0,12%,0.0,Amira Store,100%,219,No reviews
870,,,,,,,,,,,,,,,,
871,Samsung,Galaxy A03 Core ,6.5,2.0,32.0,8MP + 5MP,Dual,0.0,57.0,1156.0,25%,0.0,Superfly,74%,284,No reviews
872,Samsung,Galaxy A03 Core ,6.5,,,8MP + 5MP,Dual,5000.0,55.0,1292.0,36%,0.0,MNI NabŘi Dealers,60%,17,No reviews
873,Tecno,Pop 7 ,6.6,2.0,64.0,5MP + 8MP,Dual,5000.0,54.0,1020.0,20%,5.0,t markets,98%,3,No reviews
874,,,,,,,,,,,,,,,,
875,,,,,,,,,,,,,,,,
876,XIAOMI,Redmi 10C ,6.7,4.0,128.0,5MP,Dual,0.0,113.0,1700.0,1%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
877,,,,,,,,,,,,,,,,
878,Realme,C55 ,6.72,6.0,128.0,64MP,Dual,5000.0,122.0,2040.0,10%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
879,,,,,,,,,,,,,,,,
880,XIAOMI,Redmi 10C ,6.7,4.0,64.0,5MP,Dual,0.0,104.0,1700.0,8%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
881,,,,,,,,,,,,,,,,
882,,,,,,,,,,,,,,,,
883,,,,,,,,,,,,,,,,
884,,,,,,,,,,,,,,,,
885,Infinix,Hot 30 ,6.78,8.0,256.0,50MP + 8MP,Dual,5000.0,125.0,2040.0,8%,0.0,Minestar,86%,1002,No reviews
886,,,,,,,,,,,,,,,,
887,,,,,,,,,,,,,,,,
888,,,,,,,,,,,,,,,,
889,Samsung,Galaxy A24 ,,4.0,128.0,50MP + 5MP + 2MP + 13MP,Dual,5000.0,158.0,3468.0,31%,0.0,Minestar,86%,1002,No reviews
890,Realme,C30 ,6.5,,,,Dual,5000.0,58.0,1156.0,24%,0.0,MNI NabŘi Dealers,60%,17,No reviews
891,,,,,,,,,,,,,,,,
892,Oppo,A58 ,6.72,8.0,128.0,50MP + 2MP + 8MP,Dual,5000.0,139.0,2780.0,25%,0.0,Minestar,86%,1002,No reviews
893,Tecno,Spark 10 Pro ,6.6,8.0,128.0,50MP + 32MP,Dual,5000.0,106.0,2040.0,22%,0.0,Kingsly,74%,287,No reviews
